id_da_onda,operacao,numero_da_onda,codinome_farsi_da_onda,codinome_ingles_da_onda,anunciado_utc,fonte_do_anuncio,horario_provavel_de_lancamento,horario_lancamento_israel,horario_lancamento_ira,fase_solar_local_lancamento,fase_solar_alvo,dia_do_conflito,horas_desde_ultima_onda,tempo_entre_ondas_minutos,duracao_da_onda_minutos,carga_util,drones_utilizados,misseis_balisticos_utilizados,misseis_de_cruzeiro_utilizados,emad_used,ghadr_used,sejjil_used,kheibar_shekan_used,fattah_used,shahed_136_used,shahed_238_used,shahed_131_used,shahed_107_used,shahed_129_used,mohajer_6_used,bm_liquid_fueled,bm_solid_fueled,bm_marv_equipped,bm_hypersonic,bm_cluster_warhead,cluster_munitions,cluster_warhead_confirmed,cluster_carrier_missile,cluster_submunition_count,cluster_submunition_explosive_kg,cluster_dispersal_radius_km,israel_targeted,us_bases_targeted,alvos,landings_countries_iso,paises_de_impacto,targeted_tel_aviv,targeted_jerusalem,targeted_haifa,targeted_negev_beersheba,targeted_northern_periphery,targeted_eilat,us_bases_list,us_naval_vessels_list,target_lat,target_lon,target_generic_location,launch_site_description,launch_site_lat,launch_site_lon,launch_site_generic_location,interceptado,interception_systems,intercepted_by_israel,intercepted_by_us,intercepted_by_uk,intercepted_by_jordan,intercepted_by_other,estimated_intercept_count,estimated_intercept_rate,exoatmospheric_interception,endoatmospheric_interception,interception_report,estimated_munitions_count,munitions_targeting_israel,munitions_targeting_us_bases,cumulative_total,small_number_of_missiles,danos,mortes,feridos,civilian_casualties,military_casualties,new_country_targeted,new_weapon_first_use,proxy_involvement,proxy_description,descricao,iranian_media_claims,idf_statement,source_urls,target_iaf_base,target_us_base,target_naval_base,target_naval_vessel,target_government_c2,target_military_industrial,target_intelligence,target_civilian_infrastructure,target_civilian_area,target_diplomatic,narrativa
tp4_w13,tp4,13,,,2026-03-02T19:00:00Z,IRGC Navy drone unit,2026-03-02T18:30:00Z,2026-03-02T20:30:00+0200,2026-03-02T22:00:00+0330,0.0,0.0,3,4.5,,,UAVs/drones,True,False,False,False,False,False,False,False,True,False,True,,,,False,False,False,False,,False,,,,,,False,True,"US Navy Marine base at Arifjan base Kuwait, Ali Al-Salim air base Kuwait",KW,Kuwait,False,False,False,False,False,False,"Camp Arifjan, Ali Al-Salem Air Base",,28.93,48.1,True,IRGC positions,33.5,48.5,True,,,,False,True,False,,,,,False,,,,,,,IRGC claims strikes on US Marine Corps installations at Arifjan base Kuwait,0.0,0.0,0.0,0.0,False,False,True,"Hezbollah re-entered the conflict on March 2, launching rockets and drones at northern Israel from Lebanon. Coordinated with IRGC waves but operationally independent.",Thirteenth wave; IRGC Navy drone unit targeting Kuwaiti-based US Marine installations. Marked first clear indication of different IRGC branches coordinating successive waves under unified command.,"{""verification_status"": ""unconfirmed"", ""source_category"": ""iranian_state_and_aligned_media"", ""bias_warning"": ""Pro-Iranian sources; damage/casualty claims likely exaggerated"", ""sources"": [""ilkha.com""], ""claimed_weapons"": [""One-way attack drones (6 against Bahrain naval facilities)""], ""claimed_targets"": [""Camp Arifjan (US Marine Corps base)"", ""US naval fleet facilities in Bahrain"", ""Fuel tanker Athens Nova (Strait of Hormuz)""], ""claimed_effects"": [""US naval fleet facilities in Bahrain destroyed"", ""Athens Nova ablaze after two drone strikes""], ""claimed_iranian_air_defense"": {""drones_downed_this_wave"": ""21st Hermes-type drone shot down over Bushehr by IRGC-N"", ""cumulative_drones_downed"": 22, ""types_claimed_downed"": [""Hermes-type"", ""US MQ-9"", ""IAI Eitan (Heron TP)""]}, ""irgc_statement_number"": null, ""notable_claims"": [""Athens Nova tanker fire in Strait of Hormuz"", ""Iranian air defense claims against coalition drones""]}",,,True,True,False,True,False,False,False,False,False,False,"A focused wave targeting the US Navy Marine base at Camp Arifjan and Ali Al-Salem Air Base, both in Kuwait. The concentration on Kuwait-based US forces suggested targeted pressure on a specific coalition partner."
tp4_w14,tp4,14,,,2026-03-03T02:00:00Z,IRGC Navy,2026-03-03T01:30:00Z,2026-03-03T03:30:00+0200,2026-03-03T05:00:00+0330,0.0,0.0,4,7.0,,,"20 drones, 3 ballistic missiles",True,True,False,,,,,,True,False,True,,,,False,False,False,False,,False,,,,,,False,True,"US air base Sheikh Isa area Bahrain; US embassy Riyadh Saudi Arabia (2 drones, fire); CIA headquarters Riyadh (drone hit); Saudi Arabia downed 9 drones","BH, SA","Bahrain, Saudi Arabia",False,False,False,False,False,False,Sheikh Isa Air Base,,25.92,50.59,True,IRGC naval positions,26.5,53.0,True,,,,False,True,False,,,,,False,,23.0,,23.0,,,IRGC claims main command building and HQ of US air base destroyed; fuel tanks set on fire. 20 drones and 3 missiles claimed to have hit targets.,0.0,0.0,0.0,0.0,False,False,True,"Hezbollah continued rocket and drone attacks on northern Israel from Lebanon, maintaining pressure on IDF Northern Command.",Fourteenth wave; IRGC Navy large-scale attack on US air base in Bahrain with drones and missiles.,,,,True,True,False,False,False,False,True,False,False,True,"Strikes on Sheikh Isa Air Base in Bahrain and the US embassy in Riyadh, Saudi Arabia. Two drones struck the embassy compound causing a fire. The CIA headquarters in Riyadh was also reportedly hit by a drone. Saudi Arabia downed 9 drones. The targeting of diplomatic and intelligence facilities in a Gulf capital was a dramatic escalation."
tp4_w15,tp4,15,یا فاطمه الزهرا,Ya Fatimah Al-Zahra,2026-03-03T16:00:00Z,IRGC,2026-03-03T15:30:00Z,2026-03-03T17:30:00+0200,2026-03-03T19:00:00+0330,2.0,4.0,4,14.0,,,"Missiles, drones",True,True,False,,,,,,True,False,True,,,,False,False,False,False,True,False,False,,,,,True,True,"Al-Udeid Air Base Qatar, Israeli positions; US Consulate Al Seef Dubai (drones, fire); Fujairah Oil Industry Zone UAE; Hamad International Airport Qatar (intercepted); AWS facilities UAE and Bahrain","AE, BH, IL, QA, SA","Bahrain, Israel, Qatar, Saudi Arabia, United Arab Emirates",True,False,False,False,False,False,"Sheikh Isa Air Base, Al-Udeid Air Base",,32.07,34.77,True,,33.5,48.5,True,,,True,,True,True,,,,,,,,,,,,"Strikes on Al-Udeid Air Base Qatar and Israeli positions. IRGC claims 7 Israeli drones shot down (Hermes, Heron, MQ-9). Suspected cluster/fragmentation warhead detonation in Bnei Brak/Petah Tikva causing blast damage; 7 wounded (1 moderate, 6 light) per Haaretz.",0.0,0.0,0.0,0.0,False,False,True,"Hezbollah continued rocket and drone attacks on northern Israel from Lebanon, maintaining pressure on IDF Northern Command.",Fifteenth wave; continued geographic expansion. Also targeted 10 key points at Sheikh Isa Air Base Bahrain. Air raid sirens in central Israel. IRGC claims to have shot down 7 Israeli drones.,,,,True,True,False,False,False,False,False,True,False,True,"A wave targeting Al-Udeid Air Base in Qatar — the largest US base in the Middle East — alongside Israeli positions. The US Consulate in Al Seef, Dubai was struck by drones causing a fire. The Fujairah Oil Industry Zone in the UAE and Hamad International Airport in Qatar were also targeted. AWS cloud facilities in the UAE and Bahrain were hit, disrupting regional internet services."
tp4_w16,tp4,16,,,2026-03-04T06:00:00Z,IRGC,2026-03-04T05:30:00Z,2026-03-04T07:30:00+0200,2026-03-04T09:00:00+0330,5.0,5.0,5,14.0,840.0,,"230 attack drones, missiles",True,True,False,,,,,,True,False,True,,,,False,False,False,False,,False,,,,,,True,True,"HaKirya (IDF general staff and Ministry of War) Tel Aviv, strategic infrastructure Bnei Brak, military targets Beit Hakfa; Kuwait, Iraq, Saudi Arabia, UAE (hundreds of drones); Greek F-16s intercept Shahed drones near Cyprus; Turkish air defences intercept missiles over Hatay","AE, CY, IL, IQ, KW, SA, TR","Cyprus, Iraq, Israel, Kuwait, Saudi Arabia, Turkey, United Arab Emirates",True,False,False,False,True,False,,,32.46,35.135,True,"Western Iran, IRGC ground force positions",34.31,47.07,True,,,,True,True,False,,,,,True,,,230.0,230.0,,,"IRGC claims strikes on HaKirya (IDF general staff and Ministry of War), strategic infrastructure in Bnei Brak, military targets in Beit Hakfa",0.0,0.0,0.0,0.0,False,False,True,Hezbollah launched precision-guided missile strike on Dado Base (IDF Northern Command HQ) near Safed at approximately 03:30 UTC on March 4. Continued rocket fire on northern Israeli towns.,Sixteenth wave; critical shift - IRGC Ground Forces entered the battlefield with three simultaneous operations and 230 attack drones. Multi-domain offensive. Aerospace Division also struck 'heart and northern parts of occupied territories.',,,,False,False,False,False,True,False,False,False,True,False,"A massive wave striking the HaKirya complex (IDF General Staff and Ministry of War) in Tel Aviv, strategic infrastructure in Bnei Brak, and military targets in Beit Hakfa. Hundreds of drones were launched towards Kuwait, Iraq, Saudi Arabia, and the UAE. Greek F-16s intercepted Shahed drones near Cyprus, and Turkish air defences engaged missiles over Hatay province — drawing NATO allies into active defensive roles."
tp4_w17,tp4,17,یا رسول الله,Rasul Allah (Messenger of Allah),2026-03-04T09:00:00Z,IRGC Aerospace Force / Tasnim News Agency,2026-03-04T08:30:00Z,2026-03-04T10:30:00+0200,2026-03-04T12:00:00+0330,5.0,5.0,5,3.0,,,40+ ballistic missiles,False,True,False,,,,,,False,False,,,,,False,False,False,False,,False,,,,,,True,True,American and Israeli targets; Israeli Ministry of Defense building (Tel Aviv); Ben Gurion Airport; 7+ advanced US radars destroyed,IL,Israel,True,False,False,False,False,False,,,32.07,34.77,True,Central/western Iran,34.31,47.07,True,,,,True,True,False,,,,,True,,,40.0,,,,,0.0,0.0,0.0,0.0,False,False,True,Hezbollah launched precision-guided missile strike on Dado Base (IDF Northern Command HQ) near Safed at approximately 03:30 UTC on March 4. Continued rocket fire on northern Israeli towns.,Seventeenth wave; codename 'Sacred: O Messenger of Allah.' 40+ ballistic missiles fired by IRGC Aerospace Force. Religious-nationalist messaging increasingly prominent.,"{""verification_status"": ""unconfirmed"", ""source_category"": ""iranian_state_and_aligned_media"", ""bias_warning"": ""Pro-Iranian sources; damage/casualty claims likely exaggerated"", ""sources"": [""egyptindependent.com"", ""newsonair.gov.in""], ""claimed_weapons"": [""40+ missiles"", ""230+ assault drones (IRGC Ground Force)""], ""claimed_targets"": [""Joint US-Israeli positions"", ""US military bases in Erbil"", ""US military bases in Kuwait"", ""Groups headquarters in northern Iraq"", ""Major US air base in Bahrain""], ""claimed_effects"": [""US air base in Bahrain crippled, command centres destroyed"", ""680+ US troop casualties across various bases in first two days"", ""Several groups headquarters in northern Iraq destroyed""], ""irgc_statement_number"": null, ""notable_claims"": [""680+ US casualty claim - extremely dubious, likely major exaggeration"", ""230 assault drones launched by IRGC Ground Force specifically"", ""US military bases as legitimate self-defence""]}",,,False,False,False,False,True,False,True,True,False,False,"Strikes on the Israeli Ministry of Defense building in Tel Aviv and Ben Gurion Airport. Iran claimed to have destroyed seven or more advanced US-supplied radar systems, potentially degrading Israel's early warning and tracking capabilities for subsequent waves."
tp4_w18,tp4,18,یا امام حسن مجتبی,Ya Imam Hassan Mojtaba,,IRGC,,,,,,5,,,,Ghadr-class ballistic missiles,,True,,,True,,,,,,,,,,True,False,False,False,,False,,,,,,,,,,,,,,,,,,,,,,,33.5,48.5,True,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,Hezbollah launched precision-guided missile strike on Dado Base (IDF Northern Command HQ) near Safed at approximately 03:30 UTC on March 4. Continued rocket fire on northern Israeli towns.,Eighteenth wave; codename references Imam Hassan Mojtaba in celebration of his holy birthday. Ghadr-class ballistic missiles confirmed launched by IRGC.,,,"https://x.com/MalikAliiRaza, https://x.com/iwasnevrhere_",False,False,False,False,False,False,False,False,False,False,A wave in the ongoing TP4 campaign. Details of specific targeting for this wave are still being confirmed through OSINT sources.
tp4_w19,tp4,19,یا حسن بن علی علیه السلام,Ya Hassan ibn Ali (peace be upon him),2026-03-05T06:00:00Z,IRGC Public Relations,2026-03-05T05:30:00Z,2026-03-05T07:30:00+0200,2026-03-05T09:00:00+0330,5.0,5.0,6,,,,"Khorramshahr-4 ballistic missiles (1-ton warheads), explosive drones",True,True,False,,,,,,,,,,,,True,False,False,False,,False,,,,,,True,True,"Israeli Defense Ministry complex Tel Aviv, Ben Gurion Airport, Jerusalem; US military positions in Kuwait, Bahrain, Qatar; USS Abraham Lincoln (CVN-72); Amazon data center Bahrain","BH, IL, KW, QA","Bahrain, Israel, Kuwait, Qatar",True,True,False,False,False,False,"US military positions Kuwait, US military positions Bahrain, US military positions Qatar",USS Abraham Lincoln,31.925,34.995,True,,33.5,48.5,True,True,"THAAD, Iron Dome",True,True,,,,,,,True,IDF reports all overnight ballistic missiles intercepted; one morning missile struck open area in central town,,,,,,"IRGC claims strikes on Israeli Defense Ministry Tel Aviv, Ben Gurion Airport, 7+ US/Israeli radar systems destroyed. One missile struck open area in central Israel. Amazon facility Bahrain allegedly suffered extensive damage.",0.0,0.0,0.0,0.0,False,True,True,Israeli officials confirmed simultaneous IRGC-Hezbollah launches were coordinated. Hezbollah maintained rocket fire on northern Israel and issued evacuation warnings for border towns.,Nineteenth wave; codename 'Ya Hassan ibn Ali.' Combined missile and drone operation using Khorramshahr-4 ballistic missiles with 1-ton warheads. IRGC claims bypassed THAAD and struck Israeli Defense Ministry and Ben Gurion Airport. Also targeted USS Abraham Lincoln and Amazon data center in Bahrain. IDF reports most missiles intercepted; no casualties.,,,"https://www.tribuneindia.com/news/irgc/irgc-launches-19th-wave-of-operation-true-promise-4-says-operation-against-american-zionist-terrorists, https://www.timesofisrael.com/liveblog-march-05-2026/",False,True,False,True,True,False,False,True,False,False,"A wide-ranging wave targeting the Israeli Defense Ministry complex in Tel Aviv, Ben Gurion Airport, Jerusalem, and US military positions in Kuwait, Bahrain, and Qatar. The USS Abraham Lincoln carrier was targeted again, alongside an Amazon data centre in Bahrain. The repeated targeting of cloud infrastructure reflected a deliberate Iranian strategy to impose economic costs on Gulf states hosting Western digital infrastructure."
tp4_w20,tp4,20,يا معزّ المؤمنين,Ya Mo'izz al-Mu'minin,,IRGC,,,,,,6,,,,"Kheibar Shekan ballistic missiles with cluster munition warheads (~20 submunitions per warhead, ~2.5 kg explosive each, ~8 km dispersal radius), drones",True,True,False,,,,True,,,,,,,,False,True,,False,True,True,True,Kheibar Shekan,20.0,2.5,8.0,True,,"Tel Aviv and surrounding area, central Israel. Sirens sounded across central Israel. Eighth Iranian attack since midnight.",IL,Israel,True,False,False,False,False,False,,,32.0853,34.7818,False,,33.5,48.5,True,,,,,,,,,,,,,,,,,,"Missile fragments and submunitions from cluster bomb warhead impacted several areas in central Israel, causing damage. One impact site in a central town sparked a fire. Police confirmed cluster bomb warhead. Each submunition carries ~2.5 kg explosive, ~20 submunitions per warhead, dispersal radius ~8 km. Submunitions designed to explode on impact; unexploded submunitions pose landmine-like hazard.",0.0,0.0,0.0,0.0,False,False,True,Israeli officials confirmed simultaneous IRGC-Hezbollah launches were coordinated. Hezbollah maintained rocket fire on northern Israel and issued evacuation warnings for border towns.,Twentieth wave of Operation True Promise 4. Small number of ballistic missiles with cluster munition warheads and drones launched at central Israel. Eighth Iranian attack since midnight. Sirens sounded in Tel Aviv and surrounding area. Police confirmed cluster bomb warhead; missile fragments and submunitions impacted several areas. One impact in a central town sparked a fire. No immediate injuries reported. IDF Home Front Command cleared shelters after attack. Iran has fired at least six cluster missiles at Israel since the war began per Haaretz reporting.,"IRGC Public Relations announced the twentieth wave of Operation Promised Truth 4 began with a combined missile and drone operation along with a barrage of Khaibar-breaking (Kheibar Shekan) missiles against targets in the heart of Tel Aviv on the evening of the birth of Imam Hasan al-Mujtaba, with the code 'Ya Mo'izz al-Mu'minin'.",IDF Home Front Command cleared civilians to leave shelters but advised remaining close. No immediate injuries reported by medics.,"https://x.com/i_am_razazkhan, https://x.com/FirsttripR, https://www.timesofisrael.com/liveblog_entry/police-say-iran-shot-cluster-bomb-in-recent-impact-in-central-israel/, https://www.timesofisrael.com/irans-cluster-missiles-scattering-bombs-and-destruction-across-israel/, https://www.haaretz.com/israel-news/israel-security/2026-03-05/ty-article/.premium/iran-has-fired-at-least-six-cluster-missiles-at-israel-since-the-war-began/0000019c-b94e-db5a-a99f-b94ff6f20000, https://x.com/Osint613",False,False,False,False,False,False,False,False,False,False,A focused wave on Tel Aviv and surrounding central Israel. Sirens sounded across central Israel as this became the eighth Iranian attack since midnight — an unprecedented tempo of multiple waves within a single 24-hour period designed to exhaust air defense crews and deplete interceptor stocks.
tp4_w21,tp4,21,يا معزّ المؤمنين,Ya Mu'izz al-Mu'minin,2026-03-06T04:00:00Z,IRGC Aerospace Force,2026-03-06T03:30:00Z,2026-03-06T05:30:00+0200,2026-03-06T07:00:00+0330,,,7,,,,"Kheibar Shekan ballistic missiles with cluster munition warheads, suicide drone swarms",True,True,False,,,,True,,,,,,,,False,True,,False,True,True,True,Kheibar Shekan,20.0,2.5,8.0,True,,Tel Aviv; combined drone swarms and Kheibar cluster missiles designed to saturate and overwhelm multi-layered air defences,IL,Israel,True,False,False,False,False,False,,,32.0853,34.7818,False,,33.5,48.5,True,,,,,,,,,,,,"IRGC claims Kheibar cluster warheads fragmented mid-flight, releasing dozens of submunitions that rendered Iron Dome, David's Sling, and Arrow largely ineffective. Independent verification unavailable.",,,,,,IRGC claims cluster warhead submunitions dispersed across target areas. No specific damage reports confirmed by Israeli sources.,0.0,0.0,0.0,0.0,False,False,True,"Hezbollah sustained rocket and drone campaign against northern Israel, coordinating timing with IRGC ballistic missile waves.","Twenty-first wave of Operation True Promise 4. Codename 'Ya Mu'izz al-Mu'minin.' IRGC Aerospace Force launched combined suicide drone swarms and Kheibar Shekan ballistic missiles with cluster warheads at Tel Aviv early Friday morning on Day 7 of the conflict. IRGC stated the tactic was designed to overwhelm Israel's multi-layered air defences. Iran vowed 'more intense' operations in coming days. Cumulative munitions prior to this wave reportedly exceeded 2,000 drones and 600 missiles.",IRGC Aerospace Force announced the 21st wave of Operation True Promise 4 utilizing swarms of suicide drones and advanced Khayber missiles with cluster warheads to saturate and bypass the Zionist regime's multi-layered air defences.,,"https://muslimmirror.com/irgc-unleashes-21st-wave-of-operation-true-promise-4-tel-aviv-rocked-by-advanced-khyber-missile-barrage/, https://www.newsx.com/world/israel-iran-us-war-live-day-6-irgc-launches-21st-wave-of-operation-true-promise-counterstrikes-with-drone-missile-swarms-tehran-vows-more-intense-operations-khamenei-death-funeral-trump-war-178308/, https://www.tribuneindia.com/news/counter-strikes/irans-irgc-launches-21st-wave-of-counter-strikes-vows-more-intense-operations, https://news.cgtn.com/news/2026-03-06/news-1LhO8FO6dC8/p.html",False,False,False,False,False,False,False,False,False,False,A combined strike on Tel Aviv using simultaneous drone swarms and Kheibar Shekan cluster munition missiles. This wave was specifically designed to saturate and overwhelm Israel's multi-layered air defences by forcing them to engage both slow drones and fast ballistic missiles simultaneously while cluster submunitions complicated terminal defense.
tp4_w22,tp4,22,يا حسين بن علي عليه السلام,Ya Hossein ibn Ali (peace be upon him),2026-03-06T12:00:00Z,IRGC Public Relations,2026-03-06T11:30:00Z,2026-03-06T13:30:00+0200,2026-03-06T15:00:00+0330,,,7,,,,"Khorramshahr-4 ballistic missiles (~1,500 kg warhead, Mach 16 exo-atmospheric / Mach 8 atmospheric), Kheibar Shekan ballistic missiles, Fattah hypersonic missiles, drones",True,True,False,,,,True,True,,,,,,,True,True,True,True,,False,,,,,,True,True,"Tel Aviv, Ben Gurion Airport, Israeli Air Force military centers in Haifa, US and Israeli positions across the Persian Gulf including Al Udeid Air Base (Qatar) and Al Dhafra Air Base (UAE). Retaliation for Minab school strike.","AE, IL, QA","Israel, Qatar, United Arab Emirates",True,False,True,False,False,False,"Al Udeid Air Base, Al Dhafra Air Base",,32.445,34.885,True,,33.5,48.5,True,True,,True,,,,,,,,True,Israeli military confirmed defence systems intercepting missiles launched from Iran. No injuries reported in Israel.,,,,,,"IRGC claims strikes on Tel Aviv, Ben Gurion Airport, military centers in Haifa. Claims Al Udeid radar systems, air traffic control, satellite stations, and fuel depots obliterated. Claims Al Dhafra early warning radar and critical infrastructure destroyed by precision strikes and drone swarms. No confirmed Israeli casualties.",0.0,0.0,0.0,0.0,False,False,True,"Hezbollah sustained rocket and drone campaign against northern Israel, coordinating timing with IRGC ballistic missile waves.","Twenty-second wave of Operation True Promise 4. Codename 'Ya Hossein ibn Ali.' Significant escalation in weapon sophistication: first wave to combine Khorramshahr-4 (~1,500 kg warhead, Mach 16), Kheibar Shekan, and Fattah hypersonic missiles simultaneously. Targeted Tel Aviv, Ben Gurion Airport, Haifa military centers, plus Al Udeid and Al Dhafra air bases in the Gulf. IRGC framed as retaliation for Minab school strike. Iranian state media stated most missiles used in the war to date were from 2012-2014 production, and new generation weapons had only been deployed in rare cases until this wave.","IRGC Public Relations announced the 22nd wave of Operation True Promise 4 began with a barrage of Khorramshahr 4, Kheibar, and Fattah missiles targeting the heart of the Israeli-occupied territories. The operation was codenamed 'Ya Hossein ibn Ali' and conducted in retaliation for the child-killing perpetrators who murdered Iran's children at the Minab school. IRGC stated only a fraction of Iran's actual capabilities had been used and new generation strategic weapons were forthcoming.",,"https://x.com/IrnaEnglish/status/2029864376719581460, https://www.presstv.ir/Detail/2026/03/06/765044/IRGC-launches-22nd-wave-of-Operation-True-Promise-4-in-response-to-US-Israeli-aggression, https://www.presstv.ir/Detail/2026/03/06/765034/New-generation-missiles-on-way-as-Iran-launches-22nd-barrage, https://www.palestinechronicle.com/iran-says-khorramshahr-4-missiles-targeted-ben-gurion-airport-in-new-attack-wave/, https://www.islamicinvitationturkey.com/iran-unleashes-22nd-missile-wave-in-op-true-promise-4-with-advanced-weaponry/, https://defencesecurityasia.com/en/iran-khorramshahr-4-ballistic-missile-strike-tel-aviv-israel-air-defence-operation-true-promise-4/",True,True,False,False,False,False,False,True,False,False,"A retaliatory wave explicitly linked to the Minab school strike in Iran. Targets included Tel Aviv, Ben Gurion Airport, Israeli Air Force military centres in Haifa, and US/Israeli positions across the Gulf including Al Udeid Air Base in Qatar and Al Dhafra Air Base in the UAE. The explicit framing as retaliation for a specific incident marked a shift in Iranian public messaging."
tp4_w23,tp4,23,يا حسن بن علي,Ya Hasan ibn Ali,2026-03-06T20:31:00Z,IRGC,2026-03-06T20:00:00Z,2026-03-06T22:00:00+0200,2026-03-06T23:30:00+0330,,,7,,,,"New-generation solid- and liquid-fuel missiles (Khaibar-Shekan, Rezvan variants); drones",True,True,,,,,True,,,,,,,,True,True,,,,False,,,,,,True,True,"US bases: Sheikh Isa (Bahrain), Juffair (Bahrain), Ali al-Salem (Kuwait), al-Azraq (Jordan). Israel: Be'er Sheva (advanced technology centers, cybersecurity facilities, military support centers).","AE, BH, IL, KW, QA, SA","Bahrain, Israel, Kuwait, Qatar, Saudi Arabia, United Arab Emirates",,,,True,,,"{'base_name': 'Sheikh Isa Air Base', 'country': 'BH', 'targeted': True, 'damage_reported': None}, {'base_name': 'NSA Bahrain (Juffair)', 'country': 'BH', 'targeted': True, 'damage_reported': None}, {'base_name': 'Ali Al Salem Air Base', 'country': 'KW', 'targeted': True, 'damage_reported': None}, {'base_name': 'Muwaffaq Salti Air Base (al-Azraq)', 'country': 'JO', 'targeted': True, 'damage_reported': None}",,31.25,34.79,True,,33.5,48.5,True,True,,True,,,,,,,,,Israeli military confirmed defence systems intercepting missiles launched from Iran.,,,,,,,0.0,0.0,0.0,0.0,False,False,True,"Hezbollah sustained rocket and drone campaign against northern Israel, coordinating timing with IRGC ballistic missile waves.","Twenty-third wave of Operation True Promise 4. Announced late evening March 6 (Day 7). IRGC stated this phase would involve 'some of the world's most advanced missiles.' Targets reported across Israel and Gulf states including Kuwait, Qatar, Bahrain, Saudi Arabia, and UAE. Israeli military confirmed intercepting missiles. Details remain sparse as the wave was announced only hours ago; this is a preliminary entry pending further OSINT confirmation.",IRGC announced the start of the 23rd wave of Operation True Promise 4. Social media accounts linked to Iranian state media stated this phase would involve 'some of the world's most advanced missiles' targeting Israel and US-allied positions across the Gulf.,,"https://www.aljazeera.com/news/2026/3/6/iran-war-what-is-happening-on-day-seven-of-us-israel-attacks, https://x.com/IranUpdates0, https://x.com/IranToday_24",False,True,False,False,False,False,True,False,False,False,"A multi-country wave targeting four US bases in three countries: Sheikh Isa and NSA Bahrain/Juffair in Bahrain, Ali al-Salem in Kuwait, and al-Azraq (Muwaffaq Salti) in Jordan. In Israel, Be'er Sheva was targeted — specifically advanced technology centres, cybersecurity facilities, and military support centres. The focus on cyber/tech facilities in Be'er Sheva suggested targeting of Israel's 'Cyber Capital' cluster."
tp4_w24,tp4,24,يا مهدي,Ya Mahdi,2026-03-07T01:30:00Z,IRGC,2026-03-07T05:30:00Z,2026-03-07T08:22:00+0200,2026-03-07T09:52:00+0330,,,8,,,,"Kheibar Shekan, Emad, and Ghadr ballistic missiles",,True,,True,True,,True,,,,,,,,True,True,,,True,True,True,"Kheibar Shekan, Emad, Ghadr",20.0,2.5,8.0,True,True,"Tel Aviv (""heart of the occupied territories""). At least 3 missile impacts confirmed in Tel Aviv per Al Jazeera. IRGC claimed strikes on strategic facilities.",IL,Israel,True,,,,,,,,32.07,34.77,True,,33.5,48.5,True,True,"Arrow-3, David's Sling, Iron Dome",True,,,,,,,,,Israeli Home Front Command reported sirens across Tel Aviv metro. Al Jazeera reported at least 3 missiles bypassed defenses.,45.0,45.0,,,,Minor structural damage in Tel Aviv and Givatayim. Three missile impacts confirmed in Tel Aviv metro.,0.0,5.0,0.0,0.0,False,False,True,Hezbollah launched rockets at Dado Base (Northern Command HQ) and issued evacuation orders for Nahariyya/Kiryat Shmona. Islamic Resistance in Iraq claimed drone strike on US-linked base in Jordan. Houthis continued maritime threats in Red Sea.,"Twenty-fourth wave of Operation True Promise 4. Day 8 (March 7), dawn. Codename 'Ya Mahdi'. Kheibar Shekan, Emad, Ghadr ballistic missiles with cluster warheads targeting Tel Aviv. At least 3 impacts confirmed. IRGC released launch footage.","IRGC claimed strikes on 'the heart of the occupied territories' and strategic facilities in Tel Aviv. Footage released showing Kheibar Shekan, Emad, Ghadr launches.",,https://x.com/iranscreenshot,False,False,False,False,False,False,False,False,True,False,"A concentrated strike on Tel Aviv, described by Iran as targeting the heart of the occupied territories. At least three missile impacts were confirmed in Tel Aviv by Al Jazeera. The IRGC claimed strikes on strategic facilities. The high number of confirmed urban impacts indicated either improving Iranian accuracy or degraded Israeli interception capability."
